Date,Open,High,Low,Close,Adj Close,Volume
2018-01-29,254.10000610351562,266.70001220703125,246.25,252.39999389648438,243.6834259033203,14008351
2018-01-30,250.6999969482422,261.0,234.39999389648438,252.9499969482422,244.2144317626953,2036442
2018-01-31,252.0,258.0,244.5500030517578,249.5500030517578,240.9318389892578,658605
2018-02-01,245.0,261.0,242.5,252.9499969482422,244.2144317626953,784681
2018-02-02,246.14999389648438,251.8000030517578,231.64999389648438,233.89999389648438,225.8223114013672,483743
2018-02-05,225.10000610351562,237.39999389648438,223.0,232.60000610351562,224.56719970703125,218693
2018-02-06,224.0,227.9499969482422,215.0,226.60000610351562,218.77442932128906,303655
2018-02-07,230.0,236.1999969482422,228.35000610351562,233.3000030517578,225.2430419921875,207757
2018-02-08,233.3000030517578,238.9499969482422,233.3000030517578,237.89999389648438,229.6841583251953,159340
2018-02-09,235.0,243.0,231.10000610351562,236.3000030517578,228.13941955566406,132285
2018-02-12,237.89999389648438,252.0,237.5500030517578,248.60000610351562,240.0146484375,319651
2018-02-14,248.89999389648438,251.8000030517578,245.5500030517578,249.3000030517578,240.69049072265625,152694
2018-02-15,250.0,251.5,238.0,239.14999389648438,230.8909912109375,92349
2018-02-16,240.25,244.0,231.60000610351562,234.0500030517578,225.96713256835938,91927
2018-02-19,230.14999389648438,236.8000030517578,228.1999969482422,229.8000030517578,221.86392211914062,62408
2018-02-20,230.39999389648438,233.4499969482422,228.0,230.0,222.0570068359375,59487
2018-02-21,231.0,233.0500030517578,227.25,230.1999969482422,222.25009155273438,73689
2018-02-22,228.89999389648438,237.64999389648438,228.89999389648438,236.5500030517578,228.38079833984375,93627
2018-02-23,236.9499969482422,238.1999969482422,232.5,234.0,225.91883850097656,48360
2018-02-26,234.4499969482422,244.25,231.10000610351562,239.0500030517578,230.79446411132812,113804
2018-02-27,245.89999389648438,248.0,241.0,244.5,236.05624389648438,196307
2018-02-28,244.8000030517578,246.0,240.0,243.5,235.0907745361328,114283
2018-03-01,243.35000610351562,248.0,243.35000610351562,244.10000610351562,235.67005920410156,172192
2018-03-05,245.0,247.8000030517578,239.0500030517578,241.89999389648438,233.5460205078125,106999
2018-03-06,242.5,245.35000610351562,237.5,238.5500030517578,230.3117218017578,58602
2018-03-07,238.0,242.0,232.0,235.85000610351562,227.70497131347656,67101
2018-03-08,236.25,239.8000030517578,235.0,238.25,230.0220947265625,67681
2018-03-09,238.25,240.39999389648438,236.25,238.10000610351562,229.8772735595703,50588
2018-03-12,239.3000030517578,245.85000610351562,239.3000030517578,243.4499969482422,235.04249572753906,115154
2018-03-13,242.64999389648438,244.85000610351562,240.3000030517578,243.0500030517578,234.65631103515625,67591
2018-03-14,242.9499969482422,243.6999969482422,238.0500030517578,238.89999389648438,230.64962768554688,26245
2018-03-15,238.0500030517578,240.5500030517578,238.0,238.6999969482422,230.45654296875,56262
2018-03-16,238.8000030517578,241.89999389648438,238.0,239.4499969482422,231.18064880371094,293721
2018-03-19,238.5500030517578,242.0,232.60000610351562,233.89999389648438,225.8223114013672,25097
2018-03-20,232.5500030517578,233.60000610351562,229.3000030517578,229.9499969482422,222.0087127685547,86787
2018-03-21,231.0500030517578,233.3000030517578,228.39999389648438,230.4499969482422,222.491455078125,73067
2018-03-22,230.60000610351562,232.6999969482422,228.0,229.0500030517578,221.1398162841797,48979
2018-03-23,226.8000030517578,229.0,221.0500030517578,225.0,217.2296600341797,75896
2018-03-26,229.9499969482422,229.9499969482422,226.60000610351562,228.14999389648438,220.2708740234375,35944
2018-03-27,229.0,230.8000030517578,221.10000610351562,227.35000610351562,219.49853515625,32179
2018-03-28,228.6999969482422,233.8000030517578,227.5,231.8000030517578,223.79481506347656,40668
2018-04-02,231.8000030517578,237.5500030517578,230.0,235.35000610351562,227.2222442626953,28158
2018-04-03,238.6999969482422,238.6999969482422,233.0,234.64999389648438,226.54640197753906,21845
2018-04-04,236.89999389648438,240.0,233.8000030517578,237.35000610351562,229.15318298339844,109248
2018-04-05,237.85000610351562,242.0,236.0,236.8000030517578,228.62217712402344,41336
2018-04-06,235.0,244.5500030517578,235.0,241.3000030517578,232.9667510986328,50642
2018-04-09,240.0500030517578,243.0,238.9499969482422,239.89999389648438,231.61509704589844,46638
2018-04-10,240.0,241.0,238.0,239.9499969482422,231.66336059570312,106674
2018-04-11,240.4499969482422,242.89999389648438,239.14999389648438,241.3000030517578,232.9667510986328,26418
2018-04-12,241.0,242.35000610351562,236.0,240.89999389648438,232.58056640625,122315
2018-04-13,240.0,245.0,238.5,243.25,234.84939575195312,65364
2018-04-16,243.0,244.0,239.0500030517578,239.75,231.47027587890625,18452
2018-04-17,239.9499969482422,241.25,236.5,237.3000030517578,229.10488891601562,12816
2018-04-18,237.0,238.39999389648438,232.8000030517578,233.8000030517578,225.7257537841797,23666
2018-04-19,232.5,236.5500030517578,229.60000610351562,230.85000610351562,222.8776397705078,32408
2018-04-20,231.0,235.5500030517578,230.14999389648438,232.35000610351562,224.32583618164062,37242
2018-04-23,233.0,243.4499969482422,233.0,237.3000030517578,229.10488891601562,44551
2018-04-24,236.85000610351562,241.6999969482422,236.85000610351562,237.4499969482422,229.2497100830078,16345
2018-04-25,237.25,239.60000610351562,232.25,233.4499969482422,225.38784790039062,25910
2018-04-26,235.0,240.14999389648438,232.0500030517578,238.75,230.5048065185547,41655
2018-04-27,238.0,240.5500030517578,234.5,239.3000030517578,231.0358428955078,41418
2018-04-30,240.3000030517578,260.79998779296875,236.64999389648438,251.14999389648438,242.47657775878906,392785
2018-05-02,251.9499969482422,259.70001220703125,249.0,251.0500030517578,242.38003540039062,88505
2018-05-03,250.6999969482422,250.6999969482422,244.0,246.0500030517578,237.552734375,28981
2018-05-04,246.3000030517578,252.0,245.8000030517578,249.0,240.4008331298828,59727
2018-05-07,251.0,256.0,249.60000610351562,254.6999969482422,245.9039764404297,84523
2018-05-08,257.0,262.70001220703125,254.5500030517578,255.1999969482422,246.38671875,286173
2018-05-09,258.79998779296875,261.70001220703125,255.10000610351562,255.3000030517578,246.4832763671875,50431
2018-05-10,255.5500030517578,258.8999938964844,249.0,249.5500030517578,240.9318389892578,20660
2018-05-11,249.5500030517578,256.70001220703125,248.14999389648438,250.4499969482422,241.80076599121094,29931
2018-05-14,248.5,254.0,248.5,252.75,244.02133178710938,52484
2018-05-15,251.0500030517578,259.0,251.0500030517578,254.14999389648438,245.37298583984375,81874
